tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",59000.28843750013,"1246288435715010005",1,1246288435715,20.255833,-1,1246,1.5793748,19.502413,"","",19.1388,"",0.17767054,"","",0.1505,"",244.000832,22.2680603,0.5914286,"t17_f5_c3",0.99982303,18.893,0.1523,584120157,false,false,true,"","bulk_1.0.0",0,1269237295715010000
"ztf",59000.39931710018,"1246399315715010002",1,1246399315715,20.2284,-1,1246,1.32399,19.5418,18.925625,"",19.3732,"",0.256552,100,0.14544715,0.1845,"",244.0009017,22.2680258,0.708571,"t17_f5_c3","",19.2582,0.2097,"",false,true,false,"","bulk_1.0.0",0,1255268725715010000
"ztf",59001.39223380014,"1247392235715010005",1,1247392235715,20.3188,-1,1247,1.41207,19.5006,"","",18.9854,"",0.248294,"","",0.1292,"",244.0008707,22.2680139,0.514286,"t17_f5_c3","",19.0578,0.1752,"",false,false,true,"","bulk_1.0.0",0,1255268725715010000
"ztf",59004.21899309987,"1250218995715010004",1,1250218995715,19.3837,-1,1250,1.76025,19.233,"","",18.9196,"",0.269708,"","",0.2664,"",244.0007886,22.2680996,0.565714,"t17_f5_c3","",18.8353,0.3159,"",false,false,true,"","bulk_1.0.0",0,1255268725715010000
"ztf",59005.22622689977,"1251226225715010002",1,1251226225715,19.3323,-1,1251,1.3483,19.5958,18.896162,"",19.2733,"",0.356794,0.065799214,0.18731046,0.3985,"",244.0008815,22.2679668,0.461429,"t17_f5_c3","",19.2108,0.4828,"",false,true,false,"","bulk_1.0.0",0,1255268725715010000
"ztf",59009.26872690022,"1255268725715010006",1,1255268725715,20.080343,-1,1255,1.4750152,19.418915,"","",19.0824,"",0.2095436,"","",0.1317,"",244.0008437,22.2679746,0.55285716,"t17_f5_c3",0.99991006,19.109,0.171,584120157,false,false,true,"","bulk_1.0.0",0,1269237295715010000
"ztf",59011.276435200125,"1257276435715010005",1,1257276435715,20.759,-1,1257,1.26158,19.4793,18.962723,"",19.1171,"",0.266816,100,0.16579883,0.1036,"",244.0009147,22.2680033,0.561429,"t17_f5_c3","",19.0831,0.125,"",false,true,false,"","bulk_1.0.0",0,1269237295715010000
"ztf",59014.33961809985,"1260339615715010005",1,1260339615715,20.8731,-1,1260,1.37391,19.4509,18.980753,"",19.117,"",0.257857,100,0.16723245,0.0952,"",244.0008859,22.2680256,0.565714,"t17_f5_c3","",19.0482,0.1112,"",false,true,false,"","bulk_1.0.0",0,1269237295715010000
"ztf",59017.301620400045,"1263301625715010005",1,1263301625715,21.093,-1,1263,1.38987,19.4329,18.992588,"",19.0059,"",0.235014,100,0.15666404,0.0773,"",244.0008768,22.268014,0.431429,"t17_f5_c3","",18.8204,0.0804,"",false,true,false,"","bulk_1.0.0",0,1269237295715010000
"ztf",59020.22233799985,"1266222335715010004",1,1266222335715,20.96642,-1,1266,1.3402976,19.471615,18.967525,"",19.0778,"",0.19784778,100,0.124364324,0.0877,"",244.0009004,22.2680376,0.46857142,"t17_f5_c3",0.9894607,19.1149,0.1124,584120157,false,true,false,"","bulk_1.0.0",0,1269237295715010000
"ztf",59023.23729170021,"1269237295715010005",1,1269237295715,20.961796,-1,1269,1.5136495,19.43688,"","",19.0677,"",0.21176852,"","",0.0879,"",244.0008465,22.2680411,0.46571428,"t17_f5_c3",0.9995476,19.0289,0.1052,584120157,false,false,true,"","bulk_1.0.0",0,1296246875715010000
"ztf",59026.248356500175,"1272248355715010002",1,1272248355715,20.5773,-1,1272,1.27971,19.5456,18.923475,"",19.1337,"",0.304676,100,0.17178603,0.121,"",244.0009081,22.2679981,0.325714,"t17_f5_c3","",19.0846,0.1455,"",false,true,false,"","bulk_1.0.0",0,1296246875715010000
"ztf",59027.2291203998,"1273229125715010002",1,1273229125715,20.2806,-1,1273,1.24639,19.5694,18.910282,"",19.2462,"",0.346248,0.06353171,0.18868607,0.167,"",244.0009201,22.2680047,0.594286,"t17_f5_c3","",19.2668,0.2157,"",false,true,false,"","bulk_1.0.0",0,1296246875715010000
"ztf",59029.23445599992,"1275234455715010000",1,1275234455715,19.7105,-1,1275,0.642912,19.5716,18.909086,"",19.2652,"",0.289563,100,0.15730312,0.1914,"",244.0011,22.2678755,0.491429,"t17_f5_c3","",19.2519,0.2407,"",false,true,false,"","bulk_1.0.0",0,1303256645715010000
"ztf",59038.231944399886,"1284231945715010007",1,1284231945715,20.4032,-1,1284,1.45154,19.5061,"","",19.2408,"",0.309748,"","",0.1506,"",244.000858,22.2680123,0.564286,"t17_f5_c3","",19.1813,0.1806,"",false,false,true,"","bulk_1.0.0",0,1303256645715010000
"ztf",59041.2107406999,"1287210745715010003",1,1287210745715,20.6783,-1,1287,1.25397,19.5244,18.935614,"",19.1078,"",0.308517,100,0.17937592,0.1118,"",244.000929,22.2680421,0.438571,"t17_f5_c3","",19.0915,0.1376,"",false,true,false,"","bulk_1.0.0",0,1303256645715010000
"ztf",59044.194085599855,"1290194085715010005",1,1290194085715,20.8342,-1,1290,1.24284,19.4207,19.000797,"",18.9152,"",0.235342,100,0.1598595,0.0807,"",244.0009189,22.2679951,0.407143,"t17_f5_c3","",18.8241,0.0925,"",false,true,false,"","bulk_1.0.0",0,1303256645715010000
"ztf",59047.24204860022,"1293242045715010004",1,1293242045715,20.9231,-1,1293,1.57881,19.4798,"","",19.1343,"",0.26275,"","",0.0977,"",244.0008367,22.2680726,0.43,"t17_f5_c3","",19.0534,0.1127,"",false,false,true,"","bulk_1.0.0",0,1303256645715010000
"ztf",59050.246875000186,"1296246875715010005",1,1296246875715,20.493412,-1,1296,1.5323522,19.38044,"","",19.2315,"",0.17197469,"","",0.1186,"",244.000849,22.2680653,0.8214286,"t17_f5_c3",0.99999666,19.2457,0.1509,584120157,true,false,true,"","bulk_1.0.0",0,0
"ztf",59050.246875000186,"1296246875715020005",1,1296246875715,20.4934,-1,1296,1.53235,19.3804,"","",19.2315,"",0.171975,"","",0.1186,"",244.000849,22.2680653,0.821429,"t17_f5_c3","",19.2457,0.1509,"",false,false,true,"","bulk_1.0.0",0,1303256645715010000
"ztf",59057.25664350018,"1303256645715010005",1,1303256645715,20.16527,-1,1303,1.595578,19.45785,"","",19.3831,"",0.20562997,"","",0.1822,"",244.0008306,22.2680711,0.8428571,"t17_f5_c3",0.99999344,19.2956,0.2132,584120157,true,false,true,"","bulk_1.0.0",0,0
"ztf",59219.530451400205,"1465530455715010002",1,1465530455715,19.3623,-1,1465,0.934487,19.4606,18.974508,"",19.5477,"",0.256107,100,0.16367586,0.2901,"",244.0010057,22.267897,0.515714,"t17_f5_c3","",19.5915,0.3854,"",false,true,false,"","bulk_1.0.0",0,1476487445715010000
"ztf",59221.508761600126,"1467508765715010003",1,1467508765715,19.5013,-1,1467,1.36979,19.3622,19.042412,"",18.9815,"",0.209029,100,0.15570104,0.2041,"",244.0009773,22.2681793,0.69,"t17_f5_c3","",18.8247,0.2256,"",false,true,false,"","bulk_1.0.0",0,1476487445715010000
"ztf",59224.55462960014,"1470554625715010005",1,1470554625715,20.082691,-1,1470,1.0223712,19.398003,19.01649,"",19.1252,"",0.18601996,100,0.13090451,0.1225,"",244.000984,22.2679808,0.55857146,"t17_f5_c3",0.99362373,19.1172,0.1533,584120157,false,true,false,"","bulk_1.0.0",0,1476487445715010000
"ztf",59227.49537040014,"1473495375715010003",1,1473495375715,19.9985,-1,1473,1.27119,19.4788,18.963034,"",19.0736,"",0.234109,100,0.1455834,0.1444,"",244.000911,22.2680006,0.414286,"t17_f5_c3","",19.0239,0.1747,"",false,true,false,"","bulk_1.0.0",0,1476487445715010000
"ztf",59230.487442099955,"1476487445715010003",1,1476487445715,20.05942,-1,1476,1.1368337,19.435495,18.990862,"",19.2253,"",0.18043496,100,0.11980283,0.1527,"",244.0009855,22.2680772,0.81,"t17_f5_c3",0.9999672,19.1631,0.1822,584120157,true,true,false,"","bulk_1.0.0",0,0
"ztf",59249.52766200015,"1495527665715010005",1,1495527665715,20.0905,-1,1495,1.2045,19.4565,18.977137,"",19.1973,"",0.236197,100,0.15189008,0.1559,"",244.0009253,22.2679664,0.662857,"t17_f5_c3","",19.1834,0.1952,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59251.54144679988,"1497541445715010006",1,1497541445715,20.2994,-1,1497,1.36591,19.4524,18.97978,"",19.2971,"",0.181798,100,0.11763629,0.1406,"",244.000875,22.2679582,0.698571,"t17_f5_c3","",19.2113,0.1642,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59253.5398380002,"1499539835715010006",1,1499539835715,20.776,-1,1499,1.47314,19.4973,"","",19.0855,"",0.176317,"","",0.0943,"",244.0008723,22.2680759,0.551429,"t17_f5_c3","",19.0717,0.1159,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59256.5439352002,"1502543935715010005",1,1502543935715,20.7685,-1,1502,1.38018,19.4706,18.968164,"",19.2508,"",0.241988,100,0.152342,0.1095,"",244.0008838,22.2680296,0.7,"t17_f5_c3","",19.1358,0.1228,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59264.48618059978,"1510486185715010004",1,1510486185715,20.7588,-1,1510,1.29802,19.5069,18.945919,"",19.1114,"",0.240541,100,0.14348167,0.1012,"",244.000902,22.2679963,0.524286,"t17_f5_c3","",18.9211,0.106,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59266.50782410009,"1512507825715010001",1,1512507825715,20.0356,-1,1512,0.613817,19.3254,19.070658,"",19.2924,"",0.157536,100,0.12459003,0.1208,"",244.0011036,22.2679623,0.424286,"t17_f5_c3","",19.255,0.146,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59268.505347200204,"1514505345715010006",1,1514505345715,20.734596,-1,1514,1.3399855,19.539536,18.92691,"",19.1706,"",0.20643239,100,0.11741606,0.1039,"",244.0008874,22.2679868,0.55,"t17_f5_c3",0.99991703,19.2638,0.1416,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59270.4250115999,"1516425015715010004",1,1516425015715,19.362753,-1,1516,1.2115086,19.372759,19.034613,"",19.367,"",0.20704617,100,0.1516383,0.3177,"",244.0009509,22.2677866,0.89,"t17_f5_c3",0.99991727,19.1223,0.3247,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59272.51880790014,"1518518805715010006",1,1518518805715,19.4169,-1,1518,1.61592,19.7977,"","",19.4292,"",0.352425,"","",0.3592,"",244.0008137,22.2680349,0.742857,"t17_f5_c3","",19.8789,0.6964,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59275.49034720007,"1521490345715010005",1,1521490345715,19.678432,-1,1521,1.1869531,19.380814,19.028751,"",18.986,"",0.21406665,100,0.15478335,0.1869,"",244.0009881,22.2681079,0.7,"t17_f5_c3",0.9996892,18.9969,0.2411,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59278.52346060006,"1524523465715010004",1,1524523465715,20.0229,-1,1524,0.921355,19.4149,19.004755,"",19.1683,"",0.242419,100,0.16615324,0.1545,"",244.0010085,22.2679153,0.618571,"t17_f5_c3","",19.1548,0.1938,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59291.48645830015,"1537486455715010003",1,1537486455715,20.8713,-1,1537,1.31896,19.4578,18.976301,"",19.1035,"",0.2395,100,0.15371136,0.0938,"",244.0008952,22.2679954,0.352857,"t17_f5_c3","",18.8583,0.0931,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59295.32938659983,"1541329385715010004",1,1541329385715,19.566,-1,1541,1.23201,19.2583,19.126827,"",19.0644,"",0.23995,100,0.2125842,0.1993,"",244.0009585,22.2680873,0.62,"t17_f5_c3","",18.9304,0.2245,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59297.444363399874,"1543444365715010006",1,1543444365715,19.879547,-1,1543,1.4773725,19.475885,"","",19.4508,"",0.18358925,"","",0.1968,"",244.0008403,22.2679491,0.7385714,"t17_f5_c3",0.9998978,19.4268,0.2447,584120157,true,false,true,"","correction_0.0.1",0,""
"ztf",59306.42144680023,"1552421445715010001",1,1552421445715,20.1244,-1,1552,1.31848,19.4692,18.969048,"",19.1068,"",0.303875,0.03969763,0.19170512,0.1704,"",244.0008957,22.2679967,0.294286,"t17_f5_c3","",19.0437,0.2047,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59308.407546299975,"1554407545715010003",1,1554407545715,20.44281,-1,1554,1.1957585,19.319395,19.07543,"",19.1285,"",0.18257315,100,0.14583139,0.1177,"",244.0009418,22.2680239,0.73142856,"t17_f5_c3",0.99989176,19.0498,0.1377,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59310.42572919978,"1556425725715010005",1,1556425725715,20.895433,-1,1556,1.3611997,19.481115,18.961597,"",19.2105,"",0.21215314,100,0.13147466,0.0999,"",244.0008917,22.2680313,0.6457143,"t17_f5_c3",0.9980676,19.2464,0.128,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59312.42100689979,"1558421005715010005",1,1558421005715,20.739222,-1,1558,1.2505953,19.456347,18.977236,"",19.1041,"",0.1921039,100,0.12356388,0.098,"",244.0009214,22.2680142,0.38285714,"t17_f5_c3",0.99998343,19.0321,0.1143,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59315.32196759991,"1561321965715010002",1,1561321965715,19.092,-1,1561,1.4264,19.5031,"","",19.4936,"",0.350113,"","",0.5685,"",244.0009079,22.2681153,0.728571,"t17_f5_c3","",19.7234,0.8987,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59322.352280099876,"1568352285715010003",1,1568352285715,20.642227,-1,1568,1.380535,19.519396,18.938534,"",19.3555,"",0.20187563,100,0.1182331,0.1299,"",244.0008826,22.268026,0.7214286,"t17_f5_c3",0.99855673,19.5148,0.1886,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59324.38177079987,"1570381775715010004",1,1570381775715,20.573,-1,1570,1.15248,19.5291,18.93289,"",19.1169,"",0.230142,100,0.13289595,0.1084,"",244.0009527,22.2680154,0.505714,"t17_f5_c3","",19.1107,0.1351,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59328.3505092999,"1574350505715010006",1,1574350505715,19.521,-1,1574,1.46539,19.471,"","",19.2116,"",0.248754,"","",0.2437,"",244.0008689,22.2680615,0.72,"t17_f5_c3","",19.2751,0.3306,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59336.41609949991,"1582416095715030005",1,1582416095715,20.3056,-1,1582,1.23969,19.5081,18.945204,"",19.2243,"",0.232359,100,0.13835694,0.1544,"",244.0009318,22.2680355,0.538571,"t17_f5_c3","",19.0877,0.1723,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59339.38017359981,"1585380175715010005",1,1585380175715,20.8431,-1,1585,1.28987,19.4574,18.976559,"",19.0107,"",0.221039,100,0.14194904,0.0895,"",244.0009099,22.2680171,0.425714,"t17_f5_c3","",19.057,0.1161,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59343.38287039986,"1589382875715010000",1,1589382875715,20.8291,-1,1589,1.407396,19.471474,"","",19.2656,"",0.18359314,"","",0.1115,"",244.0008795,22.268039,0.5,"t17_f5_c3",0.9996221,19.282,0.1407,584120157,true,false,true,"","correction_0.0.1",0,""
"ztf",59345.392696800176,"1591392695715010005",1,1591392695715,20.7093,-1,1591,1.29651,19.4342,18.991722,"",19.0619,"",0.234295,100,0.15587331,0.0945,"",244.0009102,22.268025,0.624286,"t17_f5_c3","",19.0958,0.1215,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59349.358680599835,"1595358685715010003",1,1595358685715,21.094591,-1,1595,1.3968028,19.444311,18.985046,"",19.1559,"",0.20128618,100,0.13185859,0.0874,"",244.0008827,22.2680385,0.5957143,"t17_f5_c3",0.94447994,19.1568,0.1078,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59352.34197920002,"1598341975715010006",1,1598341975715,20.8067,-1,1598,1.27736,19.4284,18.995598,"",19.158,"",0.232841,100,0.15629272,0.0951,"",244.0009164,22.2680255,0.501429,"t17_f5_c3","",19.2228,0.1252,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59354.38210650021,"1600382105715010004",1,1600382105715,20.474522,-1,1600,1.0551147,19.319254,19.075542,"",19.1401,"",0.1657253,100,0.13240503,0.1009,"",244.0009678,22.2679184,0.68857145,"t17_f5_c3",0.99974775,19.0301,0.1141,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59358.42258099979,"1604422585715010001",1,1604422585715,19.2961,-1,1604,1.20925,19.6218,18.882757,"",18.9825,"",0.294192,100,0.14894095,0.2247,"",244.0009887,22.267726,0.371429,"t17_f5_c3","",18.7612,0.2347,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59361.32842590008,"1607328425715010002",1,1607328425715,19.573,-1,1607,1.4207,19.5226,"","",19.0513,"",0.264277,"","",0.2602,"",244.0008765,22.2680426,0.492857,"t17_f5_c3","",19.1372,0.3607,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59363.27776619978,"1609277765715010003",1,1609277765715,20.1038,-1,1609,1.29756,19.44,18.98788,"",18.9996,"",0.253922,100,0.16743731,0.1436,"",244.0009112,22.2680292,0.558571,"t17_f5_c3","",19.0153,0.1852,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59365.33143519983,"1611331435715010005",1,1611331435715,20.434273,-1,1611,1.3552152,19.382408,19.0276,"",19.2076,"",0.18216227,100,0.13138181,0.1315,"",244.000887,22.2680082,0.8314286,"t17_f5_c3",0.99994105,19.1672,0.1596,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59367.295775500126,"1613295775715010005",1,1613295775715,20.6623,-1,1613,1.32128,19.464,18.97234,"",19.256,"",0.267961,100,0.17037556,0.1243,"",244.0009032,22.2680278,0.658571,"t17_f5_c3","",19.2164,0.15,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59369.371030100156,"1615371035715010007",1,1615371035715,20.8374,-1,1615,1.58082,19.5316,"","",19.3323,"",0.271285,"","",0.1209,"",244.0008419,22.268087,0.587143,"t17_f5_c3","",19.3274,0.15,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59371.36869210005,"1617368695715010008",1,1617368695715,20.89795,-1,1617,1.5064197,19.548279,"","",19.2663,"",0.1940473,"","",0.1082,"",244.0008659,22.268086,0.5714286,"t17_f5_c3",0.96372235,19.1129,0.1166,584120157,true,false,true,"","correction_0.0.1",0,""
"ztf",59376.3368286998,"1622336825715010006",1,1622336825715,20.7296,-1,1622,1.40393,19.4134,"","",19.0534,"",0.220814,"","",0.0957,"",244.0008814,22.2680413,0.572857,"t17_f5_c3","",18.9494,0.1087,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59378.35034719994,"1624350345715010005",1,1624350345715,20.7428,-1,1624,1.21633,19.5448,18.923927,"",19.267,"",0.259204,100,0.14631623,0.1179,"",244.0009296,22.2680051,0.367143,"t17_f5_c3","",19.3001,0.1516,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59380.274409700185,"1626274405715010004",1,1626274405715,20.1756,-1,1626,1.30539,19.4288,18.995329,"",18.9656,"",0.252126,100,0.16913334,0.1463,"",244.0008959,22.2679761,0.561429,"t17_f5_c3","",18.8718,0.1696,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59382.29975689994,"1628299755715010003",1,1628299755715,20.3836,-1,1628,1.34756,19.4638,18.972467,"",19.2735,"",0.283182,100,0.18010776,0.1556,"",244.0008862,22.2679942,0.727143,"t17_f5_c3","",19.2112,0.1853,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59386.322233799845,"1632322235715010002",1,1632322235715,19.7171,-1,1632,1.09167,19.4563,18.977264,"",19.2222,"",0.26745,100,0.17203945,0.2505,"",244.0010103,22.2680902,0.601429,"t17_f5_c3","",19.3131,0.3479,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59390.27012730017,"1636270125715010004",1,1636270125715,19.6662,-1,1636,1.38261,19.4288,18.995329,"",19.262,"",0.310407,0.08024884,0.20822988,0.2885,"",244.000881,22.2680179,0.521429,"t17_f5_c3","",19.3478,0.4001,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59394.228148099966,"1640228145715010002",1,1640228145715,20.6414,-1,1640,1.50137,19.4974,"","",19.2939,"",0.221859,"","",0.1381,"",244.000854,22.2680518,0.55,"t17_f5_c3","",19.3127,0.1757,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59396.27520829998,"1642275205715010004",1,1642275205715,20.491,-1,1642,1.25413,19.4427,18.986105,"",19.0367,"",0.175556,100,0.1152863,0.1033,"",244.0009288,22.2680397,0.595714,"t17_f5_c3","",18.9329,0.1175,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59399.27925929986,"1645279255715010004",1,1645279255715,20.656439,-1,1645,1.5244623,19.572039,"","",19.2812,"",0.18730745,"","",0.1251,"",244.0008482,22.2680564,0.6842857,"t17_f5_c3",0.9997545,19.1739,0.1419,584120157,true,false,true,"","correction_0.0.1",0,""
"ztf",59401.2631019,"1647263105715010004",1,1647263105715,20.56257,-1,1647,1.2698985,19.450825,18.9808,"",19.2859,"",0.19498667,100,0.12647237,0.1221,"",244.0009212,22.2680326,0.7885714,"t17_f5_c3",0.99966586,19.0461,0.1226,584120157,true,true,false,"","correction_0.0.1",0,""
"ztf",59403.276481499895,"1649276485715010007",1,1649276485715,20.7023,-1,1649,1.28183,19.5171,18.93988,"",19.1296,"",0.250416,100,0.14715491,0.1093,"",244.0009281,22.26806,0.408571,"t17_f5_c3","",18.9935,0.1205,"",false,true,false,"","correction_0.0.1",0,""
"ztf",59405.31121530011,"1651311215715010006",1,1651311215715,20.503,-1,1651,1.48645,19.4602,"","",19.2635,"",0.243161,"","",0.1428,"",244.0008737,22.2680887,0.562857,"t17_f5_c3","",19.1512,0.1618,"",false,false,true,"","correction_0.0.1",0,""
"ztf",59407.259687500075,"1653259685715010004",1,1653259685715,20.631298,-1,1653,1.4993774,19.417206,"","",19.0618,"",0.18686342,"","",0.1128,"",244.0008552,22.2680537,0.50857145,"t17_f5_c3",0.99376273,18.9521,0.1277,584120157,true,false,true,"","correction_0.0.1",0,""
"ztf",59673.414467600174,"1919414465715010027",1,1919414465715,20.3353,-1,1919,1.1971596,19.391914,19.020796,"",19.0544,"",0.20188093,100,0.14343253,0.1049,"",244.0009278,22.2679678,0.5871429,"t17_f5_c3",0.9998352,18.9456,0.1192,584120157,true,true,false,"","correction_1.0.6",0,""
